#ID = transcript_cluster_id
#RANGE_STRAND = strand  (+|-)
#RANGE_START = start  (integer). Coordinates are standard 1-based (length=stop-start+1).
#RANGE_END = 
#total_probes = Total number of probes contained by this transcript cluster.
#GB_ACC = GenBank and RefSeq Accessions from mrna_assignment column
#SPOT_ID = genomic location of the transcript cluster in the version of the genome assembly used at annotation time. Coordinates are standard 1-based (length=stop-start+1).
#RANGE_GB = NCBI RefSeq for chromosome of current build
ID	RANGE_STRAND	RANGE_START	RANGE_END	total_probes	GB_ACC	SPOT_ID	RANGE_GB
16656223	---	0	0	4		--unknown	
16656225	---	0	0	4		--unknown	
16656227	---	0	0	4		--unknown	
16656229	---	0	0	4		--unknown	
16656231	---	0	0	4		--unknown	
16656233	---	0	0	4		--unknown	
16656235	---	0	0	4		--unknown	
16656237	---	0	0	4		--unknown	
16656239	---	0	0	2		--unknown	
16656241	---	0	0	3		--unknown	
16656243	---	0	0	4		--unknown	
16656245	---	0	0	4		--unknown	
16656247	---	0	0	4		--unknown	
16656249	---	0	0	4		--unknown	
16656251	---	0	0	4		--unknown	
16656253	---	0	0	4		--unknown	
16656255	---	0	0	4		--unknown	
16656257	---	0	0	3		--unknown	
16656259	---	0	0	4		--unknown	
16656261	---	0	0	4		--unknown	
16656263	---	0	0	3		--unknown	
16656265	---	0	0	4		--unknown	
16656267	---	0	0	4		--unknown	
16656269	---	0	0	4		--unknown	
16656271	---	0	0	4		--unknown	
16656273	---	0	0	4		--unknown	
16656275	---	0	0	4		--unknown	
16656277	---	0	0	4		--unknown	
16656279	---	0	0	4		--unknown	
16656281	---	0	0	4		--unknown	
16656283	---	0	0	4		--unknown	
16656285	---	0	0	4		--unknown	
16656287	---	0	0	4		--unknown	
16656289	---	0	0	4		--unknown	
16656291	---	0	0	2		--unknown	
16656293	---	0	0	4		--unknown	
16656295	---	0	0	4		--unknown	
16656297	---	0	0	4		--unknown	
16656299	---	0	0	3		--unknown	
16656301	---	0	0	4		--unknown	
16656303	---	0	0	4		--unknown	
16656305	---	0	0	1		--unknown	
16656307	---	0	0	4		--unknown	
16656309	---	0	0	4		--unknown	
16656311	---	0	0	4		--unknown	
16656313	---	0	0	4		--unknown	
16656315	---	0	0	4		--unknown	
16656317	---	0	0	4		--unknown	
16656319	---	0	0	4		--unknown	
16656321	---	0	0	4		--unknown	
16656323	---	0	0	4		--unknown	
16656325	---	0	0	4		--unknown	
16656327	---	0	0	4		--unknown	
16656329	---	0	0	4		--unknown	
16656331	---	0	0	3		--unknown	
16656333	---	0	0	4		--unknown	
16656335	---	0	0	4		--unknown	
16656337	---	0	0	4		--unknown	
16656339	---	0	0	4		--unknown	
16656341	---	0	0	4		--unknown	
16656343	---	0	0	4		--unknown	
16656345	---	0	0	3		--unknown	
16656347	---	0	0	4		--unknown	
16656349	---	0	0	4		--unknown	
16656351	---	0	0	4		--unknown	
16656353	---	0	0	4		--unknown	
16656355	---	0	0	4		--unknown	
16656357	---	0	0	4		--unknown	
16656359	---	0	0	4		--unknown	
16656361	---	0	0	4		--unknown	
16656363	---	0	0	4		--unknown	
16656365	---	0	0	3		--unknown	
16656367	---	0	0	4		--unknown	
16656369	---	0	0	4		--unknown	
16656371	---	0	0	4		--unknown	
16656375	---	0	0	2		--unknown	
16656377	---	0	0	4		--unknown	
16656379	---	0	0	4		--unknown	
16656381	---	0	0	4		--unknown	
16656383	---	0	0	4		--unknown	
16656385	---	0	0	3		--unknown	
16656387	---	0	0	4		--unknown	
16656389	---	0	0	4		--unknown	
16656391	---	0	0	1		--unknown	
16656393	---	0	0	2		--unknown	
16656395	---	0	0	4		--unknown	
16656397	---	0	0	4		--unknown	
16656399	---	0	0	4		--unknown	
16656401	---	0	0	4		--unknown	
16656403	---	0	0	4		--unknown	
16656405	---	0	0	3		--unknown	
16656407	---	0	0	4		--unknown	
16656409	---	0	0	4		--unknown	
16656411	---	0	0	4		--unknown	
16656413	---	0	0	4		--unknown	
16656415	---	0	0	4		--unknown	
16656417	---	0	0	4		--unknown	
16656419	---	0	0	4		--unknown	
16656421	---	0	0	4		--unknown	
16656423	---	0	0	4		--unknown	
16656425	---	0	0	4		--unknown	
16656427	---	0	0	4		--unknown	
16656429	---	0	0	4		--unknown	
16656431	---	0	0	4		--unknown	
16656433	---	0	0	4		--unknown	
16656435	---	0	0	4		--unknown	
16656437	---	0	0	4		--unknown	
16656439	---	0	0	4		--unknown	
16656441	---	0	0	4		--unknown	
16656443	---	0	0	4		--unknown	
16656445	---	0	0	4		--unknown	
16656447	---	0	0	4		--unknown	
16656449	---	0	0	4		--unknown	
16656451	---	0	0	4		--unknown	
16656453	---	0	0	4		--unknown	
16656455	---	0	0	3		--unknown	
16656457	---	0	0	4		--unknown	
16656459	---	0	0	4		--unknown	
16656461	---	0	0	1		--unknown	
16656463	---	0	0	3		--unknown	
16656465	---	0	0	4		--unknown	
16656467	---	0	0	4		--unknown	
16656469	---	0	0	4		--unknown	
16656471	---	0	0	4		--unknown	
16656473	---	0	0	4		--unknown	
16656475	---	0	0	4		--unknown	
16656477	---	0	0	4		--unknown	
16656479	---	0	0	4		--unknown	
16656481	---	0	0	4		--unknown	
16656483	---	0	0	4		--unknown	
16656485	---	0	0	2		--unknown	
16656487	---	0	0	4		--unknown	
16656489	---	0	0	3		--unknown	
16656491	---	0	0	3		--unknown	
16656493	---	0	0	4		--unknown	
16656495	---	0	0	1		--unknown	
16656497	---	0	0	4		--unknown	
16656499	---	0	0	3		--unknown	
16656501	---	0	0	4		--unknown	
16656503	---	0	0	4		--unknown	
16656505	---	0	0	3		--unknown	
16656507	---	0	0	4		--unknown	
16656511	---	0	0	4		--unknown	
16656513	---	0	0	4		--unknown	
16656515	---	0	0	4		--unknown	
16656517	---	0	0	4		--unknown	
16656519	---	0	0	4		--unknown	
16656521	---	0	0	3		--unknown	
16656523	---	0	0	3		--unknown	
16656527	---	0	0	4		--unknown	
16656529	---	0	0	4		--unknown	
16656531	---	0	0	4		--unknown	
16656533	---	0	0	4		--unknown	
16656535	---	0	0	4		--unknown	
16656537	---	0	0	4		--unknown	
16656539	---	0	0	4		--unknown	
16656541	---	0	0	4		--unknown	
16656543	---	0	0	2		--unknown	
16656545	---	0	0	4		--unknown	
16656547	---	0	0	3		--unknown	
16656549	---	0	0	4		--unknown	
16656551	---	0	0	4		--unknown	
16656553	---	0	0	2		--unknown	
16656555	---	0	0	3		--unknown	
16656557	---	0	0	3		--unknown	
16656559	---	0	0	1		--unknown	
16656561	---	0	0	1		--unknown	
16656563	---	0	0	4		--unknown	
16656565	---	0	0	4		--unknown	
16656567	---	0	0	3		--unknown	
16656569	---	0	0	4		--unknown	
16656571	---	0	0	4		--unknown	
16656573	---	0	0	4		--unknown	
16656575	---	0	0	3		--unknown	
16656579	---	0	0	4		--unknown	
16656581	---	0	0	4		--unknown	
16656583	---	0	0	4		--unknown	
16656585	---	0	0	4		--unknown	
16656587	---	0	0	4		--unknown	
16656589	---	0	0	4		--unknown	
16656591	---	0	0	4		--unknown	
16656593	---	0	0	4		--unknown	
16656595	---	0	0	4		--unknown	
16656597	---	0	0	4		--unknown	
16656599	---	0	0	3		--unknown	
16656601	---	0	0	4		--unknown	
16656603	---	0	0	1		--unknown	
16656605	---	0	0	4		--unknown	
16656607	---	0	0	4		--unknown	
16656609	---	0	0	4		--unknown	
16656613	---	0	0	4		--unknown	
16656615	---	0	0	3		--unknown	
16656617	---	0	0	4		--unknown	
16656619	---	0	0	4		--unknown	
16656621	---	0	0	4		--unknown	
16656623	---	0	0	4		--unknown	
16656625	---	0	0	4		--unknown	
16656627	---	0	0	4		--unknown	
16656629	---	0	0	4		--unknown	
16656631	---	0	0	4		--unknown	
16656633	---	0	0	4		--unknown	
16656635	---	0	0	2		--unknown	
16656637	---	0	0	4		--unknown	
16656639	---	0	0	4		--unknown	
16656641	---	0	0	4		--unknown	
16656643	---	0	0	4		--unknown	
16656645	---	0	0	4		--unknown	
16656647	---	0	0	4		--unknown	
16656649	---	0	0	4		--unknown	
16656651	---	0	0	3		--unknown	
16656653	---	0	0	4		--unknown	
16656655	---	0	0	4		--unknown	
16656657	---	0	0	4		--unknown	
16656659	---	0	0	4		--unknown	
16656661	---	0	0	1		--unknown	
16656663	---	0	0	4		--unknown	
16656665	---	0	0	4		--unknown	
16656669	---	0	0	2		--unknown	
16656671	---	0	0	4		--unknown	
16656673	---	0	0	4		--unknown	
16656675	---	0	0	4		--unknown	
16656677	---	0	0	4		--unknown	
16656679	---	0	0	3		--unknown	
16656681	---	0	0	4		--unknown	
16656683	---	0	0	3		--unknown	
16656685	---	0	0	4		--unknown	
16656687	---	0	0	1		--unknown	
16656689	---	0	0	3		--unknown	
16656691	---	0	0	4		--unknown	
16656693	---	0	0	4		--unknown	
16656695	---	0	0	4		--unknown	
16656697	---	0	0	4		--unknown	
16656699	---	0	0	4		--unknown	
16656701	---	0	0	3		--unknown	
16656703	---	0	0	4		--unknown	
16656705	---	0	0	4		--unknown	
16656707	---	0	0	2		--unknown	
16656709	---	0	0	2		--unknown	
16656711	---	0	0	4		--unknown	
16656713	---	0	0	3		--unknown	
16656715	---	0	0	3		--unknown	
16656717	---	0	0	4		--unknown	
16656719	---	0	0	1		--unknown	
16656721	---	0	0	4		--unknown	
16656723	---	0	0	4		--unknown	
16656725	---	0	0	4		--unknown	
16656727	---	0	0	3		--unknown	
16656729	---	0	0	3		--unknown	
16656731	---	0	0	4		--unknown	
16656733	---	0	0	4		--unknown	
16656735	---	0	0	3		--unknown	
16656737	---	0	0	4		--unknown	
16656739	---	0	0	4		--unknown	
16656741	---	0	0	4		--unknown	
16656743	---	0	0	4		--unknown	
16656745	---	0	0	4		--unknown	
16656747	---	0	0	4		--unknown	
16656749	---	0	0	4		--unknown	
16656751	---	0	0	4		--unknown	
16656753	---	0	0	4		--unknown	
16656755	---	0	0	4		--unknown	
16656757	---	0	0	4		--unknown	
16656759	---	0	0	4		--unknown	
16656761	---	0	0	1		--unknown	
16656763	---	0	0	4		--unknown	
16656765	---	0	0	4		--unknown	
16656767	---	0	0	4		--unknown	
16656769	---	0	0	4		--unknown	
16656771	---	0	0	4		--unknown	
16656773	---	0	0	4		--unknown	
16656775	---	0	0	4		--unknown	
16656777	---	0	0	4		--unknown	
16656779	---	0	0	4		--unknown	
16656781	---	0	0	4		--unknown	
16656783	---	0	0	1		--unknown	
16656785	---	0	0	3		--unknown	
16656787	---	0	0	1		--unknown	
16656789	---	0	0	3		--unknown	
16656791	---	0	0	4		--unknown	
16656793	---	0	0	4		--unknown	
16656795	---	0	0	4		--unknown	
16656797	---	0	0	4		--unknown	
16656799	---	0	0	3		--unknown	
16656801	---	0	0	4		--unknown	
16656803	---	0	0	4		--unknown	
16656805	---	0	0	4		--unknown	
16656807	---	0	0	4		--unknown	
16656809	---	0	0	4		--unknown	
16656811	---	0	0	4		--unknown	
16656813	---	0	0	4		--unknown	
16656815	---	0	0	3		--unknown	
16656817	---	0	0	3		--unknown	
16656823	---	0	0	4		--unknown	
16656825	---	0	0	4		--unknown	
16656827	---	0	0	4		--unknown	
16656829	---	0	0	4		--unknown	
16656831	---	0	0	4		--unknown	
16656833	---	0	0	4		--unknown	
16656835	---	0	0	1		--unknown	
16656837	---	0	0	4		--unknown	
16656839	---	0	0	4		--unknown	
16656841	---	0	0	4		--unknown	
16656843	---	0	0	4		--unknown	
16656845	---	0	0	3		--unknown	
16656847	---	0	0	4		--unknown	
16656849	---	0	0	3		--unknown	
16656851	---	0	0	4		--unknown	
16656853	---	0	0	2		--unknown	
16656855	---	0	0	4		--unknown	
16656857	---	0	0	3		--unknown	
16656859	---	0	0	4		--unknown	
16656861	---	0	0	2		--unknown	
16656863	---	0	0	4		--unknown	
16656865	---	0	0	4		--unknown	
16656867	---	0	0	4		--unknown	
16656869	---	0	0	2		--unknown	
16656871	---	0	0	4		--unknown	
16656873	---	0	0	4		--unknown	
16656875	---	0	0	4		--unknown	
16656877	---	0	0	4		--unknown	
16656879	---	0	0	4		--unknown	
16656881	---	0	0	4		--unknown	
16656883	---	0	0	3		--unknown	
16656885	---	0	0	2		--unknown	
16656887	---	0	0	4		--unknown	
16656889	---	0	0	1		--unknown	
16656891	---	0	0	3		--unknown	
16656893	---	0	0	4		--unknown	
16656895	---	0	0	4		--unknown	
16656899	---	0	0	4		--unknown	
16656901	---	0	0	4		--unknown	
16656903	---	0	0	4		--unknown	
16656905	---	0	0	4		--unknown	
16656907	---	0	0	4		--unknown	
16656909	---	0	0	4		--unknown	
16656911	---	0	0	4		--unknown	
16656913	---	0	0	1		--unknown	
16656915	---	0	0	2		--unknown	
16656917	---	0	0	2		--unknown	
16656921	---	0	0	4		--unknown	
16656923	---	0	0	2		--unknown	
16656925	---	0	0	4		--unknown	
16656927	---	0	0	3		--unknown	
16656929	---	0	0	4		--unknown	
16656931	---	0	0	3		--unknown	
16656933	---	0	0	4		--unknown	
16656935	---	0	0	4		--unknown	
16656937	---	0	0	4		--unknown	
16656939	---	0	0	4		--unknown	
16656941	---	0	0	3		--unknown	
16656943	---	0	0	4		--unknown	
16656945	---	0	0	4		--unknown	
16656947	---	0	0	4		--unknown	
16656949	---	0	0	4		--unknown	
16656951	---	0	0	5		--unknown	
16656953	---	0	0	4		--unknown	
16656955	---	0	0	4		--unknown	
16656957	---	0	0	4		--unknown	
16656959	---	0	0	4		--unknown	
16656961	---	0	0	4		--unknown	
16656963	---	0	0	4		--unknown	
16656967	---	0	0	4		--unknown	
16656969	---	0	0	4		--unknown	
16656971	---	0	0	2		--unknown	
16656973	---	0	0	4		--unknown	
16656975	---	0	0	4		--unknown	
16656977	---	0	0	4		--unknown	
16656979	---	0	0	4		--unknown	
16656981	---	0	0	4		--unknown	
16656983	---	0	0	3		--unknown	
16656985	---	0	0	4		--unknown	
16656987	---	0	0	4		--unknown	
16656989	---	0	0	4		--unknown	
16656991	---	0	0	4		--unknown	
16656993	---	0	0	4		--unknown	
16656995	---	0	0	4		--unknown	
16656997	---	0	0	4		--unknown	
16656999	---	0	0	4		--unknown	
16657001	---	0	0	4		--unknown	
16657003	---	0	0	2		--unknown	
16657005	---	0	0	4		--unknown	
16657007	---	0	0	2		--unknown	
16657009	---	0	0	4		--unknown	
16657011	---	0	0	4		--unknown	
16657013	---	0	0	4		--unknown	
16657015	---	0	0	4		--unknown	
16657017	---	0	0	4		--unknown	
16657019	---	0	0	3		--unknown	
16657021	---	0	0	4		--unknown	
16657023	---	0	0	4		--unknown	
16657025	---	0	0	3		--unknown	
16657027	---	0	0	4		--unknown	
16657029	---	0	0	4		--unknown	
16657031	---	0	0	4		--unknown	
16657033	---	0	0	4		--unknown	
16657035	---	0	0	4		--unknown	
16657037	---	0	0	4		--unknown	
16657039	---	0	0	4		--unknown	
16657041	---	0	0	4		--unknown	
16657043	---	0	0	4		--unknown	
16657045	---	0	0	1		--unknown	
16657047	---	0	0	4		--unknown	
16657049	---	0	0	4		--unknown	
16657053	---	0	0	3		--unknown	
16657055	---	0	0	4		--unknown	
16657057	---	0	0	3		--unknown	
16657059	---	0	0	4		--unknown	
16657061	---	0	0	4		--unknown	
16657063	---	0	0	4		--unknown	
16657065	---	0	0	4		--unknown	
16657067	---	0	0	4		--unknown	
16657069	---	0	0	3		--unknown	
16657071	---	0	0	4		--unknown	
16657073	---	0	0	4		--unknown	
16657075	---	0	0	4		--unknown	
16657077	---	0	0	2		--unknown	
16657079	---	0	0	4		--unknown	
16657081	---	0	0	4		--unknown	
16657083	---	0	0	4		--unknown	
16657085	---	0	0	3		--unknown	
16657087	---	0	0	4		--unknown	
16657089	---	0	0	4		--unknown	
16657091	---	0	0	4		--unknown	
16657093	---	0	0	4		--unknown	
16657095	---	0	0	3		--unknown	
16657097	---	0	0	4		--unknown	
16657099	---	0	0	4		--unknown	
16657101	---	0	0	4		--unknown	
16657103	---	0	0	4		--unknown	
16657105	---	0	0	4		--unknown	
16657107	---	0	0	4		--unknown	
16657109	---	0	0	4		--unknown	
16657111	---	0	0	4		--unknown	
16657113	---	0	0	4		--unknown	
16657115	---	0	0	4		--unknown	
16657117	---	0	0	4		--unknown	
16657119	---	0	0	4		--unknown	
16657121	---	0	0	4		--unknown	
16657123	---	0	0	4		--unknown	
16657125	---	0	0	4		--unknown	
16657127	---	0	0	4		--unknown	
16657129	---	0	0	4		--unknown	
16657131	---	0	0	4		--unknown	
16657133	---	0	0	1		--unknown	
16657135	---	0	0	4		--unknown	
16657137	---	0	0	4		--unknown	
16657139	---	0	0	4		--unknown	
16657141	---	0	0	4		--unknown	
16657143	---	0	0	4		--unknown	
16657145	---	0	0	4		--unknown	
16657147	---	0	0	3		--unknown	
16657149	---	0	0	4		--unknown	
16657151	---	0	0	4		--unknown	
16657153	---	0	0	4		--unknown	
16657155	---	0	0	4		--unknown	
16657157	---	0	0	4		--unknown	
16657159	---	0	0	4		--unknown	
16657161	---	0	0	4		--unknown	
16657163	---	0	0	4		--unknown	
16657165	---	0	0	4		--unknown	
16657167	---	0	0	4		--unknown	
16657169	---	0	0	4		--unknown	
16657171	---	0	0	4		--unknown	
16657173	---	0	0	4		--unknown	
16657175	---	0	0	4		--unknown	
16657177	---	0	0	4		--unknown	
16657179	---	0	0	4		--unknown	
16657181	---	0	0	4		--unknown	
16657183	---	0	0	4		--unknown	
16657185	---	0	0	4		--unknown	
16657187	---	0	0	4		--unknown	
16657189	---	0	0	4		--unknown	
16657191	---	0	0	4		--unknown	
16657193	---	0	0	4		--unknown	
16657195	---	0	0	4		--unknown	
16657197	---	0	0	1		--unknown	
16657201	---	0	0	4		--unknown	
16657203	---	0	0	3		--unknown	
16657205	---	0	0	4		--unknown	
16657207	---	0	0	4		--unknown	
16657209	---	0	0	4		--unknown	
16657211	---	0	0	3		--unknown	
16657213	---	0	0	4		--unknown	
16657215	---	0	0	4		--unknown	
16657217	---	0	0	4		--unknown	
16657219	---	0	0	4		--unknown	
16657221	---	0	0	4		--unknown	
16657223	---	0	0	1		--unknown	
16657225	---	0	0	2		--unknown	
16657229	---	0	0	4		--unknown	
16657231	---	0	0	4		--unknown	
16657233	---	0	0	4		--unknown	
16657235	---	0	0	4		--unknown	
16657237	---	0	0	3		--unknown	
16657239	---	0	0	2		--unknown	
16657241	---	0	0	4		--unknown	
16657243	---	0	0	3		--unknown	
16657245	---	0	0	3		--unknown	
16657247	---	0	0	4		--unknown	
16657249	---	0	0	3		--unknown	
16657251	---	0	0	3		--unknown	
16657253	---	0	0	4		--unknown	
16657255	---	0	0	4		--unknown	
16657259	---	0	0	4		--unknown	
16657261	---	0	0	4		--unknown	
16657263	---	0	0	3		--unknown	
16657265	---	0	0	4		--unknown	
16657267	---	0	0	4		--unknown	
16657269	---	0	0	4		--unknown	
16657271	---	0	0	4		--unknown	
16657273	---	0	0	4		--unknown	
16657275	---	0	0	4		--unknown	
16657277	---	0	0	3		--unknown	
16657279	---	0	0	4		--unknown	
16657281	---	0	0	4		--unknown	
16657283	---	0	0	4		--unknown	
16657287	---	0	0	4		--unknown	
16657289	---	0	0	2		--unknown	
16657291	---	0	0	4		--unknown	
16657293	---	0	0	4		--unknown	
16657297	---	0	0	1		--unknown	
16657303	---	0	0	3		--unknown	
16657305	---	0	0	3		--unknown	
16657307	---	0	0	3		--unknown	
16657309	---	0	0	4		--unknown	
16657311	---	0	0	4		--unknown	
16657315	---	0	0	3		--unknown	
16657317	---	0	0	4		--unknown	
16657319	---	0	0	2		--unknown	
16657321	---	0	0	2		--unknown	
16657323	---	0	0	3		--unknown	
16657325	---	0	0	3		--unknown	
16657327	---	0	0	3		--unknown	
16657329	---	0	0	4		--unknown	
16657331	---	0	0	4		--unknown	
16657333	---	0	0	4		--unknown	
16657335	---	0	0	1		--unknown	
16657337	---	0	0	4		--unknown	
16657339	---	0	0	4		--unknown	
16657341	---	0	0	4		--unknown	
16657343	---	0	0	4		--unknown	
16657345	---	0	0	4		--unknown	
16657347	---	0	0	4		--unknown	
16657349	---	0	0	4		--unknown	
16657351	---	0	0	4		--unknown	
16657353	---	0	0	4		--unknown	
16657355	---	0	0	4		--unknown	
16657357	---	0	0	4		--unknown	
16657359	---	0	0	4		--unknown	
16657361	---	0	0	4		--unknown	
16657363	---	0	0	4		--unknown	
16657365	---	0	0	4		--unknown	
16657367	---	0	0	4		--unknown	
16657369	---	0	0	4		--unknown	
16657371	---	0	0	3		--unknown	
16657373	---	0	0	4		--unknown	
16657375	---	0	0	4		--unknown	
16657377	---	0	0	4		--unknown	
16657379	---	0	0	3		--unknown	
16657381	---	0	0	4		--unknown	
16657383	---	0	0	4		--unknown	
16657385	---	0	0	4		--unknown	
16657387	---	0	0	4		--unknown	
16657389	---	0	0	4		--unknown	
16657391	---	0	0	4		--unknown	
16657393	---	0	0	4		--unknown	
16657395	---	0	0	4		--unknown	
16657397	---	0	0	3		--unknown	
16657399	---	0	0	4		--unknown	
16657401	---	0	0	2		--unknown	
16657403	---	0	0	3		--unknown	
16657405	---	0	0	4		--unknown	
16657407	---	0	0	4		--unknown	
16657409	---	0	0	2		--unknown	
16657411	---	0	0	4		--unknown	
16657413	---	0	0	3		--unknown	
16657415	---	0	0	4		--unknown	
16657417	---	0	0	4		--unknown	
16657419	---	0	0	4		--unknown	
16657421	---	0	0	4		--unknown	
16657423	---	0	0	4		--unknown	
16657425	---	0	0	4		--unknown	
16657427	---	0	0	4		--unknown	
16657429	---	0	0	4		--unknown	
16657431	---	0	0	2		--unknown	
16657433	---	0	0	2		--unknown	
16657435	---	0	0	4		--unknown	
17127687	---	0	0	11		--unknown	
17127689	---	0	0	11		--unknown	
17127691	---	0	0	11		--unknown	
17127693	---	0	0	11		--unknown	
17127695	---	0	0	11		--unknown	
17127697	---	0	0	11		--unknown	
17127699	---	0	0	11		--unknown	
17127701	---	0	0	11		--unknown	
17127703	---	0	0	11		--unknown	
17127705	---	0	0	11		--unknown	
17127707	---	0	0	11		--unknown	
17127709	---	0	0	11		--unknown	
17127711	---	0	0	11		--unknown	
17127713	---	0	0	11		--unknown	
17127715	---	0	0	11		--unknown	
17127717	---	0	0	11		--unknown	
17127719	---	0	0	11		--unknown	
17127721	---	0	0	11		--unknown	
17127241	---	0	0	20		--unknown	
17127243	---	0	0	20		--unknown	
17127245	---	0	0	20		--unknown	
17127615	---	0	0	20		--unknown	
17127617	---	0	0	20		--unknown	
17127619	---	0	0	20		--unknown	
17127621	---	0	0	20		--unknown	
17127623	---	0	0	20		--unknown	
17127625	---	0	0	20		--unknown	
17127627	---	0	0	20		--unknown	
17127629	---	0	0	20		--unknown	
17127631	---	0	0	20		--unknown	
17127633	---	0	0	20		--unknown	
17127635	---	0	0	20		--unknown	
17127637	---	0	0	20		--unknown	
17127639	---	0	0	11		--unknown	
17127641	---	0	0	11		--unknown	
17127643	---	0	0	11		--unknown	
17127645	---	0	0	11		--unknown	
17127647	---	0	0	11		--unknown	
17127649	---	0	0	11		--unknown	
17127651	---	0	0	10		--unknown	
17127653	---	0	0	11		--unknown	
17127655	---	0	0	11		--unknown	
17127657	---	0	0	11		--unknown	
17127659	---	0	0	11		--unknown	
17127661	---	0	0	11		--unknown	
17127663	---	0	0	11		--unknown	
17127665	---	0	0	11		--unknown	
17127667	---	0	0	11		--unknown	
17127669	---	0	0	11		--unknown	
17127671	---	0	0	11		--unknown	
17127673	---	0	0	11		--unknown	
17127675	---	0	0	11		--unknown	
17127677	---	0	0	11		--unknown	
17127679	---	0	0	11		--unknown	
17127681	---	0	0	11		--unknown	
17127683	---	0	0	11		--unknown	
17127685	---	0	0	11		--unknown	
17118481	---	0	0	25		--unknown	
17118483	---	0	0	25		--unknown	
17118485	---	0	0	25		--unknown	
17118487	---	0	0	25		--unknown	
17118489	---	0	0	25		--unknown	
17118491	---	0	0	25		--unknown	
17118493	---	0	0	25		--unknown	
17118495	---	0	0	35		--unknown	
17118497	---	0	0	25		--unknown	
17118499	---	0	0	25		--unknown	
17118501	---	0	0	25		--unknown	
17118503	---	0	0	26		--unknown	
17118505	---	0	0	25		--unknown	
17118507	---	0	0	25		--unknown	
17118509	---	0	0	25		--unknown	
17118511	---	0	0	25		--unknown	
17118513	---	0	0	25		--unknown	
17118515	---	0	0	25		--unknown	
17118517	---	0	0	25		--unknown	
17118519	---	0	0	28		--unknown	
17118521	---	0	0	25		--unknown	
17118523	---	0	0	28		--unknown	
17118525	---	0	0	25		--unknown	
17118527	---	0	0	25		--unknown	
17118529	---	0	0	26		--unknown	
17118531	---	0	0	25		--unknown	
17118533	---	0	0	25		--unknown	
17118535	---	0	0	25		--unknown	
17118537	---	0	0	30		--unknown	
17118539	---	0	0	25		--unknown	
17118541	---	0	0	30		--unknown	
17118543	---	0	0	27		--unknown	
17118545	---	0	0	25		--unknown	
17118547	---	0	0	29		--unknown	
17118549	---	0	0	25		--unknown	
17118551	---	0	0	25		--unknown	
17118553	---	0	0	25		--unknown	
17118555	---	0	0	25		--unknown	
17118557	---	0	0	25		--unknown	
17118559	---	0	0	21		--unknown	
17118561	---	0	0	30		--unknown	
17118563	---	0	0	25		--unknown	
17118565	---	0	0	25		--unknown	
17118567	---	0	0	25		--unknown	
17118569	---	0	0	25		--unknown	
17118571	---	0	0	30		--unknown	
17118573	---	0	0	25		--unknown	
17118575	---	0	0	25		--unknown	
17118577	---	0	0	25		--unknown	
17118579	---	0	0	25		--unknown	
17118581	---	0	0	30		--unknown	
17118583	---	0	0	27		--unknown	
17118585	---	0	0	25		--unknown	
17118587	---	0	0	35		--unknown	
17118589	---	0	0	30		--unknown	
17118591	---	0	0	27		--unknown	
17118593	---	0	0	50		--unknown	
17118595	---	0	0	25		--unknown	
17118597	---	0	0	25		--unknown	
17118599	---	0	0	31		--unknown	
17118601	---	0	0	30		--unknown	
17118603	---	0	0	29		--unknown	
17118605	---	0	0	27		--unknown	
17118607	---	0	0	25		--unknown	
17118609	---	0	0	25		--unknown	
17118611	---	0	0	25		--unknown	
17118613	---	0	0	30		--unknown	
17118615	---	0	0	50		--unknown	
17118617	---	0	0	25		--unknown	
17118619	---	0	0	52		--unknown	
17118621	---	0	0	25		--unknown	
17118623	---	0	0	25		--unknown	
17118625	---	0	0	25		--unknown	
17118627	---	0	0	26		--unknown	
17118629	---	0	0	25		--unknown	
17118631	---	0	0	26		--unknown	
17118633	---	0	0	26		--unknown	
17118635	---	0	0	25		--unknown	
17118637	---	0	0	25		--unknown	
17118639	---	0	0	28		--unknown	
17118641	---	0	0	30		--unknown	
17118643	---	0	0	25		--unknown	
17127247	---	0	0	25		--unknown	
17127249	---	0	0	25		--unknown	
17127251	---	0	0	25		--unknown	
17127253	---	0	0	25		--unknown	
17127255	---	0	0	25		--unknown	
17127257	---	0	0	25		--unknown	
17127259	---	0	0	33		--unknown	
17127261	---	0	0	25		--unknown	
17127263	---	0	0	25		--unknown	
17127265	---	0	0	25		--unknown	
17127267	---	0	0	25		--unknown	
17127269	---	0	0	25		--unknown	
17127271	---	0	0	25		--unknown	
17127273	---	0	0	25		--unknown	
17127275	---	0	0	25		--unknown	
17127277	---	0	0	25		--unknown	
17127279	---	0	0	25		--unknown	
17127281	---	0	0	25		--unknown	
17127283	---	0	0	25		--unknown	
17127285	---	0	0	25		--unknown	
17127287	---	0	0	25		--unknown	
17127289	---	0	0	25		--unknown	
17127291	---	0	0	25		--unknown	
17127293	---	0	0	25		--unknown	
17127295	---	0	0	25		--unknown	
17127297	---	0	0	25		--unknown	
17127299	---	0	0	26		--unknown	
17127301	---	0	0	25		--unknown	
17127303	---	0	0	26		--unknown	
17127305	---	0	0	25		--unknown	
17127307	---	0	0	25		--unknown	
17127309	---	0	0	25		--unknown	
17127311	---	0	0	25		--unknown	
17127313	---	0	0	25		--unknown	
17127315	---	0	0	25		--unknown	
17127317	---	0	0	25		--unknown	
